_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
594,2,Sunnyside Beach,23W,2023-07-23,NA,None,"c(-79.461525, 43.63625)"
595,2,Sunnyside Beach,17W,2023-07-23,90,None,"c(-79.451, 43.63639)"
596,2,Sunnyside Beach,20W,2023-07-23,60,None,"c(-79.45564, 43.637165)"
597,2,Sunnyside Beach,21W,2023-07-23,40,None,"c(-79.45753, 43.63711)"
598,2,Sunnyside Beach,18W,2023-07-23,80,None,"c(-79.45267, 43.636612)"
599,2,Sunnyside Beach,22W,2023-07-23,10,None,"c(-79.46005, 43.636723)"
600,2,Sunnyside Beach,19W,2023-07-23,110,None,"c(-79.45411, 43.63711)"
601,1,Marie Curtis Park East Beach,29W,2023-07-22,20,None,"c(-79.539696, 43.58592)"
602,1,Marie Curtis Park East Beach,32W,2023-07-22,10,None,"c(-79.54056, 43.58511)"
603,1,Marie Curtis Park East Beach,33W,2023-07-22,10,None,"c(-79.540886, 43.58486)"
604,1,Marie Curtis Park East Beach,31W,2023-07-22,10,<10,"c(-79.54039, 43.585304)"
605,1,Marie Curtis Park East Beach,30W,2023-07-22,10,None,"c(-79.540054, 43.58561)"
606,2,Sunnyside Beach,23W,2023-07-22,NA,None,"c(-79.461525, 43.63625)"
607,2,Sunnyside Beach,17W,2023-07-22,20,None,"c(-79.451, 43.63639)"
608,2,Sunnyside Beach,20W,2023-07-22,200,None,"c(-79.45564, 43.637165)"
609,2,Sunnyside Beach,21W,2023-07-22,20,None,"c(-79.45753, 43.63711)"
610,2,Sunnyside Beach,18W,2023-07-22,90,None,"c(-79.45267, 43.636612)"
611,2,Sunnyside Beach,22W,2023-07-22,10,<10,"c(-79.46005, 43.636723)"
612,2,Sunnyside Beach,19W,2023-07-22,10,<10,"c(-79.45411, 43.63711)"
613,1,Marie Curtis Park East Beach,29W,2023-07-21,1000,>,"c(-79.539696, 43.58592)"
614,1,Marie Curtis Park East Beach,32W,2023-07-21,110,None,"c(-79.54056, 43.58511)"
615,1,Marie Curtis Park East Beach,33W,2023-07-21,80,None,"c(-79.540886, 43.58486)"
616,1,Marie Curtis Park East Beach,31W,2023-07-21,240,None,"c(-79.54039, 43.585304)"
617,1,Marie Curtis Park East Beach,30W,2023-07-21,150,None,"c(-79.540054, 43.58561)"
618,2,Sunnyside Beach,23W,2023-07-21,NA,No data,"c(-79.461525, 43.63625)"
619,2,Sunnyside Beach,17W,2023-07-21,100,None,"c(-79.451, 43.63639)"
620,2,Sunnyside Beach,20W,2023-07-21,310,None,"c(-79.45564, 43.637165)"
621,2,Sunnyside Beach,21W,2023-07-21,270,None,"c(-79.45753, 43.63711)"
622,2,Sunnyside Beach,18W,2023-07-21,120,None,"c(-79.45267, 43.636612)"
623,2,Sunnyside Beach,22W,2023-07-21,270,None,"c(-79.46005, 43.636723)"
624,2,Sunnyside Beach,19W,2023-07-21,150,None,"c(-79.45411, 43.63711)"
625,1,Marie Curtis Park East Beach,29W,2023-07-20,20,None,"c(-79.539696, 43.58592)"
626,1,Marie Curtis Park East Beach,32W,2023-07-20,20,None,"c(-79.54056, 43.58511)"
627,1,Marie Curtis Park East Beach,33W,2023-07-20,10,<,"c(-79.540886, 43.58486)"
628,1,Marie Curtis Park East Beach,31W,2023-07-20,10,None,"c(-79.54039, 43.585304)"
629,1,Marie Curtis Park East Beach,30W,2023-07-20,10,<,"c(-79.540054, 43.58561)"
630,2,Sunnyside Beach,23W,2023-07-20,NA,No data,"c(-79.461525, 43.63625)"
631,2,Sunnyside Beach,17W,2023-07-20,140,None,"c(-79.451, 43.63639)"
632,2,Sunnyside Beach,20W,2023-07-20,60,None,"c(-79.45564, 43.637165)"
633,2,Sunnyside Beach,21W,2023-07-20,20,None,"c(-79.45753, 43.63711)"
634,2,Sunnyside Beach,18W,2023-07-20,250,None,"c(-79.45267, 43.636612)"
635,2,Sunnyside Beach,22W,2023-07-20,60,None,"c(-79.46005, 43.636723)"
636,2,Sunnyside Beach,19W,2023-07-20,80,None,"c(-79.45411, 43.63711)"
637,1,Marie Curtis Park East Beach,29W,2023-07-19,10,<,"c(-79.539696, 43.58592)"
638,1,Marie Curtis Park East Beach,32W,2023-07-19,10,<,"c(-79.54056, 43.58511)"
639,1,Marie Curtis Park East Beach,33W,2023-07-19,10,<,"c(-79.540886, 43.58486)"
640,1,Marie Curtis Park East Beach,31W,2023-07-19,10,<,"c(-79.54039, 43.585304)"
641,1,Marie Curtis Park East Beach,30W,2023-07-19,20,None,"c(-79.540054, 43.58561)"
642,2,Sunnyside Beach,23W,2023-07-19,NA,No data,"c(-79.461525, 43.63625)"
643,2,Sunnyside Beach,17W,2023-07-19,120,None,"c(-79.451, 43.63639)"
644,2,Sunnyside Beach,20W,2023-07-19,30,None,"c(-79.45564, 43.637165)"
645,2,Sunnyside Beach,21W,2023-07-19,20,None,"c(-79.45753, 43.63711)"
646,2,Sunnyside Beach,18W,2023-07-19,30,None,"c(-79.45267, 43.636612)"
647,2,Sunnyside Beach,22W,2023-07-19,30,None,"c(-79.46005, 43.636723)"
648,2,Sunnyside Beach,19W,2023-07-19,1000,>,"c(-79.45411, 43.63711)"
649,1,Marie Curtis Park East Beach,29W,2023-07-18,10,None,"c(-79.539696, 43.58592)"
650,1,Marie Curtis Park East Beach,32W,2023-07-18,10,None,"c(-79.54056, 43.58511)"
651,1,Marie Curtis Park East Beach,33W,2023-07-18,50,None,"c(-79.540886, 43.58486)"
652,1,Marie Curtis Park East Beach,31W,2023-07-18,20,None,"c(-79.54039, 43.585304)"
653,1,Marie Curtis Park East Beach,30W,2023-07-18,50,None,"c(-79.540054, 43.58561)"
654,2,Sunnyside Beach,23W,2023-07-18,NA,No data,"c(-79.461525, 43.63625)"
655,2,Sunnyside Beach,17W,2023-07-18,120,None,"c(-79.451, 43.63639)"
656,2,Sunnyside Beach,20W,2023-07-18,30,None,"c(-79.45564, 43.637165)"
657,2,Sunnyside Beach,21W,2023-07-18,230,None,"c(-79.45753, 43.63711)"
658,2,Sunnyside Beach,18W,2023-07-18,140,None,"c(-79.45267, 43.636612)"
659,2,Sunnyside Beach,22W,2023-07-18,110,None,"c(-79.46005, 43.636723)"
660,2,Sunnyside Beach,19W,2023-07-18,30,None,"c(-79.45411, 43.63711)"
661,1,Marie Curtis Park East Beach,29W,2023-07-17,290,None,"c(-79.539696, 43.58592)"
662,1,Marie Curtis Park East Beach,32W,2023-07-17,40,None,"c(-79.54056, 43.58511)"
663,1,Marie Curtis Park East Beach,33W,2023-07-17,280,None,"c(-79.540886, 43.58486)"
664,1,Marie Curtis Park East Beach,31W,2023-07-17,30,None,"c(-79.54039, 43.585304)"
665,1,Marie Curtis Park East Beach,30W,2023-07-17,30,None,"c(-79.540054, 43.58561)"
666,2,Sunnyside Beach,23W,2023-07-17,NA,No data,"c(-79.461525, 43.63625)"
667,2,Sunnyside Beach,17W,2023-07-17,200,None,"c(-79.451, 43.63639)"
668,2,Sunnyside Beach,20W,2023-07-17,120,None,"c(-79.45564, 43.637165)"
669,2,Sunnyside Beach,21W,2023-07-17,140,None,"c(-79.45753, 43.63711)"
670,2,Sunnyside Beach,18W,2023-07-17,70,None,"c(-79.45267, 43.636612)"
671,2,Sunnyside Beach,22W,2023-07-17,180,None,"c(-79.46005, 43.636723)"
672,2,Sunnyside Beach,19W,2023-07-17,90,None,"c(-79.45411, 43.63711)"
673,1,Marie Curtis Park East Beach,29W,2023-07-16,40,None,"c(-79.539696, 43.58592)"
674,1,Marie Curtis Park East Beach,32W,2023-07-16,30,None,"c(-79.54056, 43.58511)"
675,1,Marie Curtis Park East Beach,33W,2023-07-16,40,None,"c(-79.540886, 43.58486)"
676,1,Marie Curtis Park East Beach,31W,2023-07-16,20,None,"c(-79.54039, 43.585304)"
677,1,Marie Curtis Park East Beach,30W,2023-07-16,10,None,"c(-79.540054, 43.58561)"
678,2,Sunnyside Beach,23W,2023-07-16,NA,None,"c(-79.461525, 43.63625)"
679,2,Sunnyside Beach,17W,2023-07-16,200,None,"c(-79.451, 43.63639)"
680,2,Sunnyside Beach,20W,2023-07-16,480,None,"c(-79.45564, 43.637165)"
681,2,Sunnyside Beach,21W,2023-07-16,180,None,"c(-79.45753, 43.63711)"
682,2,Sunnyside Beach,18W,2023-07-16,200,None,"c(-79.45267, 43.636612)"
683,2,Sunnyside Beach,22W,2023-07-16,200,None,"c(-79.46005, 43.636723)"
684,2,Sunnyside Beach,19W,2023-07-16,450,None,"c(-79.45411, 43.63711)"
685,1,Marie Curtis Park East Beach,29W,2023-07-15,460,None,"c(-79.539696, 43.58592)"
686,1,Marie Curtis Park East Beach,32W,2023-07-15,200,None,"c(-79.54056, 43.58511)"
687,1,Marie Curtis Park East Beach,33W,2023-07-15,220,None,"c(-79.540886, 43.58486)"
688,1,Marie Curtis Park East Beach,31W,2023-07-15,220,None,"c(-79.54039, 43.585304)"
689,1,Marie Curtis Park East Beach,30W,2023-07-15,450,None,"c(-79.540054, 43.58561)"
690,2,Sunnyside Beach,23W,2023-07-15,NA,None,"c(-79.461525, 43.63625)"
691,2,Sunnyside Beach,17W,2023-07-15,300,None,"c(-79.451, 43.63639)"
692,2,Sunnyside Beach,20W,2023-07-15,160,None,"c(-79.45564, 43.637165)"
693,2,Sunnyside Beach,21W,2023-07-15,190,None,"c(-79.45753, 43.63711)"
694,2,Sunnyside Beach,18W,2023-07-15,180,None,"c(-79.45267, 43.636612)"
695,2,Sunnyside Beach,22W,2023-07-15,300,None,"c(-79.46005, 43.636723)"
696,2,Sunnyside Beach,19W,2023-07-15,170,None,"c(-79.45411, 43.63711)"
697,1,Marie Curtis Park East Beach,29W,2023-07-14,40,None,"c(-79.539696, 43.58592)"
698,1,Marie Curtis Park East Beach,32W,2023-07-14,20,None,"c(-79.54056, 43.58511)"
699,1,Marie Curtis Park East Beach,33W,2023-07-14,10,None,"c(-79.540886, 43.58486)"
700,1,Marie Curtis Park East Beach,31W,2023-07-14,40,None,"c(-79.54039, 43.585304)"
701,1,Marie Curtis Park East Beach,30W,2023-07-14,10,<,"c(-79.540054, 43.58561)"
702,2,Sunnyside Beach,23W,2023-07-14,NA,No data,"c(-79.461525, 43.63625)"
703,2,Sunnyside Beach,17W,2023-07-14,400,None,"c(-79.451, 43.63639)"
704,2,Sunnyside Beach,20W,2023-07-14,660,None,"c(-79.45564, 43.637165)"
705,2,Sunnyside Beach,21W,2023-07-14,490,None,"c(-79.45753, 43.63711)"
706,2,Sunnyside Beach,18W,2023-07-14,840,None,"c(-79.45267, 43.636612)"
707,2,Sunnyside Beach,22W,2023-07-14,390,None,"c(-79.46005, 43.636723)"
708,2,Sunnyside Beach,19W,2023-07-14,890,None,"c(-79.45411, 43.63711)"
709,1,Marie Curtis Park East Beach,29W,2023-07-13,1000,>,"c(-79.539696, 43.58592)"
710,1,Marie Curtis Park East Beach,32W,2023-07-13,1000,>,"c(-79.54056, 43.58511)"
711,1,Marie Curtis Park East Beach,33W,2023-07-13,1000,>,"c(-79.540886, 43.58486)"
712,1,Marie Curtis Park East Beach,31W,2023-07-13,1000,>,"c(-79.54039, 43.585304)"
713,1,Marie Curtis Park East Beach,30W,2023-07-13,1000,>,"c(-79.540054, 43.58561)"
714,2,Sunnyside Beach,23W,2023-07-13,NA,No data,"c(-79.461525, 43.63625)"
715,2,Sunnyside Beach,17W,2023-07-13,420,None,"c(-79.451, 43.63639)"
716,2,Sunnyside Beach,20W,2023-07-13,210,None,"c(-79.45564, 43.637165)"
717,2,Sunnyside Beach,21W,2023-07-13,40,None,"c(-79.45753, 43.63711)"
718,2,Sunnyside Beach,18W,2023-07-13,720,None,"c(-79.45267, 43.636612)"
719,2,Sunnyside Beach,22W,2023-07-13,400,None,"c(-79.46005, 43.636723)"
720,2,Sunnyside Beach,19W,2023-07-13,410,None,"c(-79.45411, 43.63711)"
721,1,Marie Curtis Park East Beach,29W,2023-07-12,10,<,"c(-79.539696, 43.58592)"
722,1,Marie Curtis Park East Beach,32W,2023-07-12,10,<,"c(-79.54056, 43.58511)"
723,1,Marie Curtis Park East Beach,33W,2023-07-12,10,None,"c(-79.540886, 43.58486)"
724,1,Marie Curtis Park East Beach,31W,2023-07-12,10,<,"c(-79.54039, 43.585304)"
725,1,Marie Curtis Park East Beach,30W,2023-07-12,10,<,"c(-79.540054, 43.58561)"
726,2,Sunnyside Beach,23W,2023-07-12,NA,No data,"c(-79.461525, 43.63625)"
727,2,Sunnyside Beach,17W,2023-07-12,40,None,"c(-79.451, 43.63639)"
728,2,Sunnyside Beach,20W,2023-07-12,30,None,"c(-79.45564, 43.637165)"
729,2,Sunnyside Beach,21W,2023-07-12,40,None,"c(-79.45753, 43.63711)"
730,2,Sunnyside Beach,18W,2023-07-12,50,None,"c(-79.45267, 43.636612)"
731,2,Sunnyside Beach,22W,2023-07-12,50,None,"c(-79.46005, 43.636723)"
732,2,Sunnyside Beach,19W,2023-07-12,20,None,"c(-79.45411, 43.63711)"
733,1,Marie Curtis Park East Beach,29W,2023-07-11,70,None,"c(-79.539696, 43.58592)"
734,1,Marie Curtis Park East Beach,32W,2023-07-11,10,None,"c(-79.54056, 43.58511)"
735,1,Marie Curtis Park East Beach,33W,2023-07-11,10,<,"c(-79.540886, 43.58486)"
736,1,Marie Curtis Park East Beach,31W,2023-07-11,20,None,"c(-79.54039, 43.585304)"
737,1,Marie Curtis Park East Beach,30W,2023-07-11,30,None,"c(-79.540054, 43.58561)"
738,2,Sunnyside Beach,23W,2023-07-11,NA,No data,"c(-79.461525, 43.63625)"
739,2,Sunnyside Beach,17W,2023-07-11,100,None,"c(-79.451, 43.63639)"
740,2,Sunnyside Beach,20W,2023-07-11,100,None,"c(-79.45564, 43.637165)"
741,2,Sunnyside Beach,21W,2023-07-11,200,None,"c(-79.45753, 43.63711)"
742,2,Sunnyside Beach,18W,2023-07-11,120,None,"c(-79.45267, 43.636612)"
743,2,Sunnyside Beach,22W,2023-07-11,120,None,"c(-79.46005, 43.636723)"
744,2,Sunnyside Beach,19W,2023-07-11,100,None,"c(-79.45411, 43.63711)"
745,1,Marie Curtis Park East Beach,29W,2023-07-10,40,None,"c(-79.539696, 43.58592)"
746,1,Marie Curtis Park East Beach,32W,2023-07-10,10,<,"c(-79.54056, 43.58511)"
747,1,Marie Curtis Park East Beach,33W,2023-07-10,10,<,"c(-79.540886, 43.58486)"
748,1,Marie Curtis Park East Beach,31W,2023-07-10,20,None,"c(-79.54039, 43.585304)"
749,1,Marie Curtis Park East Beach,30W,2023-07-10,50,None,"c(-79.540054, 43.58561)"
750,2,Sunnyside Beach,23W,2023-07-10,NA,No data,"c(-79.461525, 43.63625)"
751,2,Sunnyside Beach,17W,2023-07-10,10,None,"c(-79.451, 43.63639)"
752,2,Sunnyside Beach,20W,2023-07-10,80,None,"c(-79.45564, 43.637165)"
753,2,Sunnyside Beach,21W,2023-07-10,110,None,"c(-79.45753, 43.63711)"
754,2,Sunnyside Beach,18W,2023-07-10,120,None,"c(-79.45267, 43.636612)"
755,2,Sunnyside Beach,22W,2023-07-10,50,None,"c(-79.46005, 43.636723)"
756,2,Sunnyside Beach,19W,2023-07-10,10,<,"c(-79.45411, 43.63711)"
757,1,Marie Curtis Park East Beach,29W,2023-07-09,250,None,"c(-79.539696, 43.58592)"
758,1,Marie Curtis Park East Beach,32W,2023-07-09,30,None,"c(-79.54056, 43.58511)"
759,1,Marie Curtis Park East Beach,33W,2023-07-09,170,None,"c(-79.540886, 43.58486)"
760,1,Marie Curtis Park East Beach,31W,2023-07-09,270,None,"c(-79.54039, 43.585304)"
761,1,Marie Curtis Park East Beach,30W,2023-07-09,230,None,"c(-79.540054, 43.58561)"
762,2,Sunnyside Beach,23W,2023-07-09,NA,None,"c(-79.461525, 43.63625)"
763,2,Sunnyside Beach,17W,2023-07-09,90,None,"c(-79.451, 43.63639)"
764,2,Sunnyside Beach,20W,2023-07-09,260,None,"c(-79.45564, 43.637165)"
765,2,Sunnyside Beach,21W,2023-07-09,280,None,"c(-79.45753, 43.63711)"
766,2,Sunnyside Beach,18W,2023-07-09,60,None,"c(-79.45267, 43.636612)"
767,2,Sunnyside Beach,22W,2023-07-09,260,None,"c(-79.46005, 43.636723)"
768,2,Sunnyside Beach,19W,2023-07-09,40,None,"c(-79.45411, 43.63711)"
769,1,Marie Curtis Park East Beach,29W,2023-07-08,410,None,"c(-79.539696, 43.58592)"
770,1,Marie Curtis Park East Beach,32W,2023-07-08,500,None,"c(-79.54056, 43.58511)"
771,1,Marie Curtis Park East Beach,33W,2023-07-08,490,None,"c(-79.540886, 43.58486)"
772,1,Marie Curtis Park East Beach,31W,2023-07-08,670,None,"c(-79.54039, 43.585304)"
773,1,Marie Curtis Park East Beach,30W,2023-07-08,460,None,"c(-79.540054, 43.58561)"
774,2,Sunnyside Beach,23W,2023-07-08,NA,None,"c(-79.461525, 43.63625)"
775,2,Sunnyside Beach,17W,2023-07-08,40,None,"c(-79.451, 43.63639)"
776,2,Sunnyside Beach,20W,2023-07-08,20,None,"c(-79.45564, 43.637165)"
777,2,Sunnyside Beach,21W,2023-07-08,130,None,"c(-79.45753, 43.63711)"
778,2,Sunnyside Beach,18W,2023-07-08,50,None,"c(-79.45267, 43.636612)"
779,2,Sunnyside Beach,22W,2023-07-08,170,None,"c(-79.46005, 43.636723)"
780,2,Sunnyside Beach,19W,2023-07-08,60,None,"c(-79.45411, 43.63711)"
781,1,Marie Curtis Park East Beach,29W,2023-07-07,1000,>,"c(-79.539696, 43.58592)"
782,1,Marie Curtis Park East Beach,32W,2023-07-07,1000,>,"c(-79.54056, 43.58511)"
783,1,Marie Curtis Park East Beach,33W,2023-07-07,1000,>,"c(-79.540886, 43.58486)"
784,1,Marie Curtis Park East Beach,31W,2023-07-07,1000,>,"c(-79.54039, 43.585304)"
785,1,Marie Curtis Park East Beach,30W,2023-07-07,1000,>,"c(-79.540054, 43.58561)"
786,2,Sunnyside Beach,23W,2023-07-07,NA,No data,"c(-79.461525, 43.63625)"
787,2,Sunnyside Beach,17W,2023-07-07,120,None,"c(-79.451, 43.63639)"
788,2,Sunnyside Beach,20W,2023-07-07,40,None,"c(-79.45564, 43.637165)"
789,2,Sunnyside Beach,21W,2023-07-07,20,None,"c(-79.45753, 43.63711)"
790,2,Sunnyside Beach,18W,2023-07-07,10,<,"c(-79.45267, 43.636612)"
791,2,Sunnyside Beach,22W,2023-07-07,20,None,"c(-79.46005, 43.636723)"
792,2,Sunnyside Beach,19W,2023-07-07,80,None,"c(-79.45411, 43.63711)"
793,1,Marie Curtis Park East Beach,29W,2023-07-06,60,None,"c(-79.539696, 43.58592)"
794,1,Marie Curtis Park East Beach,32W,2023-07-06,80,None,"c(-79.54056, 43.58511)"
795,1,Marie Curtis Park East Beach,33W,2023-07-06,20,None,"c(-79.540886, 43.58486)"
796,1,Marie Curtis Park East Beach,31W,2023-07-06,20,None,"c(-79.54039, 43.585304)"
797,1,Marie Curtis Park East Beach,30W,2023-07-06,40,None,"c(-79.540054, 43.58561)"
798,2,Sunnyside Beach,23W,2023-07-06,NA,No data,"c(-79.461525, 43.63625)"
799,2,Sunnyside Beach,17W,2023-07-06,20,None,"c(-79.451, 43.63639)"
800,2,Sunnyside Beach,20W,2023-07-06,10,None,"c(-79.45564, 43.637165)"
801,2,Sunnyside Beach,21W,2023-07-06,50,None,"c(-79.45753, 43.63711)"
802,2,Sunnyside Beach,18W,2023-07-06,10,<,"c(-79.45267, 43.636612)"
803,2,Sunnyside Beach,22W,2023-07-06,30,None,"c(-79.46005, 43.636723)"
804,2,Sunnyside Beach,19W,2023-07-06,10,None,"c(-79.45411, 43.63711)"
805,1,Marie Curtis Park East Beach,29W,2023-07-05,40,None,"c(-79.539696, 43.58592)"
806,1,Marie Curtis Park East Beach,32W,2023-07-05,50,None,"c(-79.54056, 43.58511)"
807,1,Marie Curtis Park East Beach,33W,2023-07-05,10,None,"c(-79.540886, 43.58486)"
808,1,Marie Curtis Park East Beach,31W,2023-07-05,80,None,"c(-79.54039, 43.585304)"
809,1,Marie Curtis Park East Beach,30W,2023-07-05,40,None,"c(-79.540054, 43.58561)"
810,2,Sunnyside Beach,23W,2023-07-05,NA,No data,"c(-79.461525, 43.63625)"
811,2,Sunnyside Beach,17W,2023-07-05,100,None,"c(-79.451, 43.63639)"
812,2,Sunnyside Beach,20W,2023-07-05,20,None,"c(-79.45564, 43.637165)"
813,2,Sunnyside Beach,21W,2023-07-05,10,None,"c(-79.45753, 43.63711)"
814,2,Sunnyside Beach,18W,2023-07-05,20,None,"c(-79.45267, 43.636612)"
815,2,Sunnyside Beach,22W,2023-07-05,20,None,"c(-79.46005, 43.636723)"
816,2,Sunnyside Beach,19W,2023-07-05,50,None,"c(-79.45411, 43.63711)"
817,1,Marie Curtis Park East Beach,29W,2023-07-04,410,None,"c(-79.539696, 43.58592)"
818,1,Marie Curtis Park East Beach,32W,2023-07-04,340,None,"c(-79.54056, 43.58511)"
819,1,Marie Curtis Park East Beach,33W,2023-07-04,410,None,"c(-79.540886, 43.58486)"
820,1,Marie Curtis Park East Beach,31W,2023-07-04,600,None,"c(-79.54039, 43.585304)"
821,1,Marie Curtis Park East Beach,30W,2023-07-04,490,None,"c(-79.540054, 43.58561)"
822,2,Sunnyside Beach,23W,2023-07-04,NA,No data,"c(-79.461525, 43.63625)"
823,2,Sunnyside Beach,17W,2023-07-04,60,None,"c(-79.451, 43.63639)"
824,2,Sunnyside Beach,20W,2023-07-04,180,None,"c(-79.45564, 43.637165)"
825,2,Sunnyside Beach,21W,2023-07-04,170,None,"c(-79.45753, 43.63711)"
826,2,Sunnyside Beach,18W,2023-07-04,120,None,"c(-79.45267, 43.636612)"
827,2,Sunnyside Beach,22W,2023-07-04,330,None,"c(-79.46005, 43.636723)"
828,2,Sunnyside Beach,19W,2023-07-04,60,None,"c(-79.45411, 43.63711)"
829,1,Marie Curtis Park East Beach,29W,2023-07-03,210,None,"c(-79.539696, 43.58592)"
830,1,Marie Curtis Park East Beach,32W,2023-07-03,150,None,"c(-79.54056, 43.58511)"
831,1,Marie Curtis Park East Beach,33W,2023-07-03,110,None,"c(-79.540886, 43.58486)"
832,1,Marie Curtis Park East Beach,31W,2023-07-03,120,None,"c(-79.54039, 43.585304)"
833,1,Marie Curtis Park East Beach,30W,2023-07-03,90,None,"c(-79.540054, 43.58561)"
834,2,Sunnyside Beach,23W,2023-07-03,NA,No data,"c(-79.461525, 43.63625)"
835,2,Sunnyside Beach,17W,2023-07-03,40,None,"c(-79.451, 43.63639)"
836,2,Sunnyside Beach,20W,2023-07-03,30,None,"c(-79.45564, 43.637165)"
837,2,Sunnyside Beach,21W,2023-07-03,50,None,"c(-79.45753, 43.63711)"
838,2,Sunnyside Beach,18W,2023-07-03,30,None,"c(-79.45267, 43.636612)"
839,2,Sunnyside Beach,22W,2023-07-03,220,None,"c(-79.46005, 43.636723)"
840,2,Sunnyside Beach,19W,2023-07-03,10,None,"c(-79.45411, 43.63711)"
841,1,Marie Curtis Park East Beach,29W,2023-07-02,1200,None,"c(-79.539696, 43.58592)"
842,1,Marie Curtis Park East Beach,32W,2023-07-02,1560,None,"c(-79.54056, 43.58511)"
843,1,Marie Curtis Park East Beach,33W,2023-07-02,1200,None,"c(-79.540886, 43.58486)"
844,1,Marie Curtis Park East Beach,31W,2023-07-02,1430,None,"c(-79.54039, 43.585304)"
845,1,Marie Curtis Park East Beach,30W,2023-07-02,1370,None,"c(-79.540054, 43.58561)"
846,2,Sunnyside Beach,23W,2023-07-02,NA,None,"c(-79.461525, 43.63625)"
847,2,Sunnyside Beach,17W,2023-07-02,10,None,"c(-79.451, 43.63639)"
848,2,Sunnyside Beach,20W,2023-07-02,10,<10,"c(-79.45564, 43.637165)"
849,2,Sunnyside Beach,21W,2023-07-02,30,None,"c(-79.45753, 43.63711)"
850,2,Sunnyside Beach,18W,2023-07-02,30,None,"c(-79.45267, 43.636612)"
851,2,Sunnyside Beach,22W,2023-07-02,20,None,"c(-79.46005, 43.636723)"
852,2,Sunnyside Beach,19W,2023-07-02,40,None,"c(-79.45411, 43.63711)"
853,1,Marie Curtis Park East Beach,29W,2023-07-01,60,None,"c(-79.539696, 43.58592)"
854,1,Marie Curtis Park East Beach,32W,2023-07-01,30,None,"c(-79.54056, 43.58511)"
855,1,Marie Curtis Park East Beach,33W,2023-07-01,90,None,"c(-79.540886, 43.58486)"
856,1,Marie Curtis Park East Beach,31W,2023-07-01,70,None,"c(-79.54039, 43.585304)"
857,1,Marie Curtis Park East Beach,30W,2023-07-01,90,None,"c(-79.540054, 43.58561)"
858,2,Sunnyside Beach,23W,2023-07-01,NA,None,"c(-79.461525, 43.63625)"
859,2,Sunnyside Beach,17W,2023-07-01,10,<10,"c(-79.451, 43.63639)"
860,2,Sunnyside Beach,20W,2023-07-01,10,None,"c(-79.45564, 43.637165)"
861,2,Sunnyside Beach,21W,2023-07-01,20,None,"c(-79.45753, 43.63711)"
862,2,Sunnyside Beach,18W,2023-07-01,30,None,"c(-79.45267, 43.636612)"
863,2,Sunnyside Beach,22W,2023-07-01,10,None,"c(-79.46005, 43.636723)"
864,2,Sunnyside Beach,19W,2023-07-01,10,<10,"c(-79.45411, 43.63711)"
865,1,Marie Curtis Park East Beach,29W,2023-06-30,120,None,"c(-79.539696, 43.58592)"
866,1,Marie Curtis Park East Beach,32W,2023-06-30,60,None,"c(-79.54056, 43.58511)"
867,1,Marie Curtis Park East Beach,33W,2023-06-30,160,None,"c(-79.540886, 43.58486)"
868,1,Marie Curtis Park East Beach,31W,2023-06-30,100,None,"c(-79.54039, 43.585304)"
869,1,Marie Curtis Park East Beach,30W,2023-06-30,110,None,"c(-79.540054, 43.58561)"
870,2,Sunnyside Beach,23W,2023-06-30,NA,No data,"c(-79.461525, 43.63625)"
871,2,Sunnyside Beach,17W,2023-06-30,10,None,"c(-79.451, 43.63639)"
872,2,Sunnyside Beach,20W,2023-06-30,10,None,"c(-79.45564, 43.637165)"
873,2,Sunnyside Beach,21W,2023-06-30,10,<,"c(-79.45753, 43.63711)"
874,2,Sunnyside Beach,18W,2023-06-30,30,None,"c(-79.45267, 43.636612)"
875,2,Sunnyside Beach,22W,2023-06-30,80,None,"c(-79.46005, 43.636723)"
876,2,Sunnyside Beach,19W,2023-06-30,10,None,"c(-79.45411, 43.63711)"
877,1,Marie Curtis Park East Beach,29W,2023-06-29,360,None,"c(-79.539696, 43.58592)"
878,1,Marie Curtis Park East Beach,32W,2023-06-29,340,None,"c(-79.54056, 43.58511)"
879,1,Marie Curtis Park East Beach,33W,2023-06-29,380,None,"c(-79.540886, 43.58486)"
880,1,Marie Curtis Park East Beach,31W,2023-06-29,270,None,"c(-79.54039, 43.585304)"
881,1,Marie Curtis Park East Beach,30W,2023-06-29,320,None,"c(-79.540054, 43.58561)"
882,2,Sunnyside Beach,23W,2023-06-29,NA,No data,"c(-79.461525, 43.63625)"
883,2,Sunnyside Beach,17W,2023-06-29,60,None,"c(-79.451, 43.63639)"
884,2,Sunnyside Beach,20W,2023-06-29,60,None,"c(-79.45564, 43.637165)"
885,2,Sunnyside Beach,21W,2023-06-29,60,None,"c(-79.45753, 43.63711)"
886,2,Sunnyside Beach,18W,2023-06-29,10,None,"c(-79.45267, 43.636612)"
887,2,Sunnyside Beach,22W,2023-06-29,110,None,"c(-79.46005, 43.636723)"
888,2,Sunnyside Beach,19W,2023-06-29,20,None,"c(-79.45411, 43.63711)"
889,1,Marie Curtis Park East Beach,29W,2023-06-28,240,None,"c(-79.539696, 43.58592)"
890,1,Marie Curtis Park East Beach,32W,2023-06-28,40,None,"c(-79.54056, 43.58511)"
891,1,Marie Curtis Park East Beach,33W,2023-06-28,100,None,"c(-79.540886, 43.58486)"
